url,post,likes,comments,date
https://www.facebook.com/natasha.petrova.50/posts/870020169681720,"not used to this single life...feels like i living in a whole new world.",6,1,"10 мая 2014 г. в 2:18"
https://www.facebook.com/photo.php?fbid=869348623082208&set=a.583444795005927.164162.100000212343014&type=3,"Havent had a pic in a while...",20,4,"9 мая 2014 г. в 1:46"
https://www.facebook.com/natasha.petrova.50/posts/865003856850018,"nobody is there for you when you need some help, everyone is full of bullshit excuses when it comes to helping out. Fuck everyone",6,1,"2 мая 2014 г. в 1:27"
https://www.facebook.com/photo.php?fbid=858611464155924&set=a.583444795005927.164162.100000212343014&type=3,"My dog is the only one that truely cares and listens to me more than anyone that ever will, i love you prince <3",12,0,"22 апреля 2014 г. в 1:59"
https://www.facebook.com/natasha.petrova.50/posts/855650484452022,"Hate hate hate coming to glendale -_-",5,0,"17 апреля 2014 г. в 4:26"
https://www.facebook.com/natasha.petrova.50/posts/853242558026148,"bored up the ass, whos down to kick it? hit me up",8,0,"13 апреля 2014 г. в 10:35"
https://www.facebook.com/natasha.petrova.50/posts/832800806736990,"The LA court system is so damn fucked up, the innocent get locked up but the guilty are let free, whats that all about?",3,2,"8 марта 2014 г. в 7:23"
https://www.facebook.com/natasha.petrova.50/posts/828510150499389,"Sushi with the hubby, yummy (:",2,0,"1 марта 2014 г. в 8:49"
https://www.facebook.com/photo.php?fbid=823345031015901&set=a.583444795005927.164162.100000212343014&type=3,"My two lite munchkins sleeping together (:",4,0,"21 февраля 2014 г. в 2:49"
https://www.facebook.com/natasha.petrova.50/posts/816681031682301,"Know of any job openings ? Let me know please, tired of my job -_-",2,3,"10 февраля 2014 г. в 1:26"
https://www.facebook.com/natasha.petrova.50/posts/806647239352347,"where to find caramel apples? :D",1,3,"24 января 2014 г. в 6:46"
https://www.facebook.com/natasha.petrova.50/posts/803436366340101,"first time trying a ponchik today lol, it was alright :)",7,6,"19 января 2014 г. в 7:35"
https://www.facebook.com/photo.php?fbid=795092990507772&set=a.583444795005927.164162.100000212343014&type=3,"Anyone wanna buy a pitbull puppy?",3,0,"5 января 2014 г. в 4:11"
https://www.facebook.com/natasha.petrova.50/posts/765067190177019,"Hate working around the holidays -_-",2,0,"21 ноября 2013 г. в 1:23"
https://www.facebook.com/natasha.petrova.50/posts/761600273857044,"you live in california, home of sunshine all year long, want the cold then move to antarctica...",2,3,"15 ноября 2013 г. в 7:12"
https://www.facebook.com/natasha.petrova.50/posts/755379397812465,"just take me somewhere far away, away from all of this...please?",4,0,"4 ноября 2013 г. в 14:22"
https://www.facebook.com/natasha.petrova.50/posts/743185979031807,"Call me immature but its pretty awkward hearing the doctor in the other room talking to the guy about erections and viagra, i would never have the courage to tell a doctor something like that lol",4,2,"16 октября 2013 г. в 2:03"
https://www.facebook.com/natasha.petrova.50/posts/742473689103036,"Got my license back, (((: dont have to drive illegally anymore (((:",8,3,"15 октября 2013 г. в 0:11"
https://www.facebook.com/natasha.petrova.50/posts/718326858184386:0,Photo/Repost,0,0,"4 сентября 2013 г. в 5:47"
https://www.facebook.com/natasha.petrova.50/posts/704188066264932,"work all weekend sucks :(",1,0,"9 августа 2013 г. в 22:43"
https://www.facebook.com/natasha.petrova.50/posts/698226070194465,"Some armenian guy ""slipped"" at work today n said he gona sue store so my managers looked at cameras and saw he faked it...armenians....smh",6,1,"31 июля 2013 г. в 12:28"
https://www.facebook.com/natasha.petrova.50/posts/688240957859643,"Summer is not what it used to be ): school and work has taken over my summer ):",3,3,"14 июля 2013 г. в 4:56"
https://www.facebook.com/natasha.petrova.50/posts/681418048541934,"i love the fact that my boyfriend cooks for me :)",1,5,"1 июля 2013 г. в 10:11"
https://www.facebook.com/natasha.petrova.50/posts/677436012273471,"fucking hate moving -_- on the bright side no more gaydaleeeeee :))))",1,1,"24 июня 2013 г. в 20:58"
https://www.facebook.com/natasha.petrova.50/posts/670037909679948,"gotta love living in LA and getting paid to watch people argue and beat the crap out of each other on national tv (:",5,4,"13 июня 2013 г. в 12:52"
https://www.facebook.com/natasha.petrova.50/posts/668675023149570,"done with finals, another semester that flew by :o",5,4,"11 июня 2013 г. в 7:12"
https://www.facebook.com/natasha.petrova.50/posts/667641543252918,"Russian standard night babyy♥",4,0,"9 июня 2013 г. в 7:54"
https://www.facebook.com/natasha.petrova.50/posts/667017956648610,"does glendale high school have summer school? anybody know?",0,5,"8 июня 2013 г. в 2:39"
https://www.facebook.com/natasha.petrova.50/posts/666110383406034,"feels like just yesterday i was the one that graduated , how time flies.",12,1,"6 июня 2013 г. в 10:07"
https://www.facebook.com/natasha.petrova.50/posts/665540966796309,"horrible just horrible to live in front of ghs when its graduation -__- relax your horns -_-",6,4,"5 июня 2013 г. в 6:59"
https://www.facebook.com/natasha.petrova.50/posts/657471400936599,"i feel like im in heaven when i hear his voice <3 makes me sleep so damn good :D",2,0,"20 мая 2013 г. в 11:08"
https://www.facebook.com/natasha.petrova.50/posts/654961681187571,"Im gona start buying deoderant for every person that never learned what it is (:",7,4,"15 мая 2013 г. в 0:43"
https://www.facebook.com/natasha.petrova.50/posts/652813288069077,"You call her a bitch, but you loved that bitch, almost wifed that bitch, miss that bitch, youre just mad cause shes not your bitch anymore [;",6,4,"10 мая 2013 г. в 10:21"
https://www.facebook.com/natasha.petrova.50/posts/652774601406279,"what to do what to dooo tonite, hit me up? [:",2,0,"10 мая 2013 г. в 7:38"
https://www.facebook.com/natasha.petrova.50/posts/649894415027631,"People think they know you. They think they know how youre handling a situation. But the truth is, no one knows. No one knows what happens after you leave them, when youre lying in bed or sitting over your breakfast alone. They dont know whats going on inside your head--the mind-numbing cocktail of anger and sadness and guilt. This isnt their fault. They just dont know. And so they pretend and they say youre doing great when youre really not. And this makes everyone feel better. Everybody but you.",5,0,"4 мая 2013 г. в 5:46"
https://www.facebook.com/natasha.petrova.50/posts/649860891697650,"this fire doesnt make the heat any better -__-",6,0,"4 мая 2013 г. в 3:55"
https://www.facebook.com/natasha.petrova.50/posts/648531091830630,"Thinking of joining the airforce..",3,9,"1 мая 2013 г. в 5:50"
https://www.facebook.com/natasha.petrova.50/posts/648411498509256:0,Photo/Repost,0,0,"30 апреля 2013 г. в 23:00"
https://www.facebook.com/natasha.petrova.50/posts/648117378538668,"Firs time making hookah by myself yay (((:",5,2,"30 апреля 2013 г. в 8:48"
https://www.facebook.com/natasha.petrova.50/posts/646878358662570,"why am i awake at 7 on a saturday? oh yea thats right, got a field trip to go to-_____-",2,0,"27 апреля 2013 г. в 17:49"
https://www.facebook.com/natasha.petrova.50/posts/644937258856680,"Bomb threat at gcc and they didnt evacuate everyone? Shows how much the school cares about people lol",10,12,"23 апреля 2013 г. в 5:33"
https://www.facebook.com/natasha.petrova.50/posts/643736382310101,"Happy 4 20 (;",3,1,"20 апреля 2013 г. в 11:10"
https://www.facebook.com/natasha.petrova.50/posts/639679086049164,"Spring break baby yay ((:",6,0,"11 апреля 2013 г. в 7:25"
https://www.facebook.com/natasha.petrova.50/posts/635966319753774,"i woke up in a new bugatti [;",2,0,"3 апреля 2013 г. в 0:51"
https://www.facebook.com/natasha.petrova.50/posts/635145099835896,Photo/Repost,2,5,"1 апреля 2013 г. в 8:45"
https://www.facebook.com/natasha.petrova.50/posts/633579466659126,"license is suspended for a year just cuz i had no insurance and I cant even get it back if i pay them thousands, BULLSHIT!",2,15,"29 марта 2013 г. в 3:10"
https://www.facebook.com/natasha.petrova.50/posts/633556083328131,"whats up with people these days crashing into a bakery o.O",1,8,"29 марта 2013 г. в 2:04"
https://www.facebook.com/natasha.petrova.50/posts/631408043542935,"This portable hookah is bomb!",3,3,"24 марта 2013 г. в 10:13"
https://www.facebook.com/photo.php?fbid=631346823549057&set=a.156142961069448.45441.100000212343014&type=3,Photo/Repost,23,8,"24 марта 2013 г. в 5:53"
https://www.facebook.com/natasha.petrova.50/posts/630512030299203,"Its sure hard as hell to lose weight when every weekend drinking is involved...",3,0,"22 марта 2013 г. в 8:54"
https://www.facebook.com/natasha.petrova.50/posts/629041433779596,"Someone save meee before i die of boredom in this class",0,0,"18 марта 2013 г. в 20:04"
https://www.facebook.com/natasha.petrova.50/posts/629016587115414,"Why cant there be just one cute guy at gcc so i can have something to look forward to at school ):",0,0,"18 марта 2013 г. в 18:41"
https://www.facebook.com/natasha.petrova.50/posts/628436110506795,"Women know, they just know. And if you thought they didnt know, they still know.",0,0,"17 марта 2013 г. в 14:05"
https://www.facebook.com/natasha.petrova.50/posts/626943360656070,"So boring, what to do what to doooo",0,0,"14 марта 2013 г. в 19:47"
https://www.facebook.com/natasha.petrova.50/posts/624405864243153,"On our way to morongo to win millions (;",0,0,"9 марта 2013 г. в 23:50"
https://www.facebook.com/natasha.petrova.50/posts/623843477632725,"Lets get the rest of this night started (:",0,0,"9 марта 2013 г. в 2:02"
https://www.facebook.com/natasha.petrova.50/posts/621695157847557,"Lambo parked at gcc , wtf o.o prob here for financial aid lol",0,0,"5 марта 2013 г. в 14:52"
https://www.facebook.com/natasha.petrova.50/posts/611974938819579,"Its the russian standard kinda night (:",0,0,"15 февраля 2013 г. в 19:41"
https://www.facebook.com/natasha.petrova.50/posts/611466542203752,"Yogurtland will always be better then getting flowers, flowers just sit there and then die, frozen yogurt makes my tummy happy(:",0,0,"14 февраля 2013 г. в 22:38"
https://www.facebook.com/natasha.petrova.50/posts/611201862230220,"I was grateful for the fact that Facebook groups similar posts (i.e. ""10 of your friends posted about Valentines Day""), so I can just skip past them. Unfortunately, I have friends that cant spell ""Valentine"" -__-",0,0,"14 февраля 2013 г. в 9:54"
https://www.facebook.com/natasha.petrova.50/posts/608413175842422,"you are afraid to die, and you’re afraid to live. what a way to exist.",2,0,"10 февраля 2013 г. в 3:07"
https://www.facebook.com/natasha.petrova.50/posts/604177042932702,"i wish there was a yogurtland in glendale -_-",3,5,"3 февраля 2013 г. в 5:53"
https://www.facebook.com/natasha.petrova.50/posts/594624470554626,"i dk what has been going on in my head that i want a lip piercing so bad :o",1,1,"24 января 2013 г. в 21:40"
https://www.facebook.com/natasha.petrova.50/posts/594599470557126,"Perashki yumm (:",5,0,"24 января 2013 г. в 20:25"
https://www.facebook.com/natasha.petrova.50/posts/591525274197879,"is there anything else to do besides drink and smoke hookah -_- lifes lame.",5,9,"19 января 2013 г. в 6:17"
https://www.facebook.com/natasha.petrova.50/posts/589924884357918,"i feel so old at 19...",4,8,"16 января 2013 г. в 8:07"
https://www.facebook.com/natasha.petrova.50/posts/588939591123114,"am i the only one that doesnt take classes with friends on purpose? lol",1,0,"14 января 2013 г. в 8:58"
https://www.facebook.com/natasha.petrova.50/posts/588889934461413,"i feel replaced, my husband would rather play stupid call of duty or whatever its called instead of smoke hookah with me now ]:",2,14,"14 января 2013 г. в 7:01"
https://www.facebook.com/photo.php?fbid=586780218005718&set=a.105549199462158.11194.100000212343014&type=3,"um o.o",1,0,"10 января 2013 г. в 8:24"
https://www.facebook.com/photo.php?fbid=586267824723624&set=a.105549199462158.11194.100000212343014&type=3,"haha so true",4,0,"9 января 2013 г. в 9:05"
https://www.facebook.com/natasha.petrova.50/posts/586213641395709,"its just sad seeing all these people trying to break apart my husband and me when they are supposedly my ""friends"" and ""family"", too many damn jealous hoodrats running around these days and then people ask me why I dont hit them up anymore,hmm i wonder why...",3,9,"9 января 2013 г. в 6:07"
https://www.facebook.com/natasha.petrova.50/posts/586199364730470,"What I really need is an open road & a whole lot of speed.",4,0,"9 января 2013 г. в 5:24"
https://www.facebook.com/photo.php?fbid=585544758129264&set=a.105549199462158.11194.100000212343014&type=3,"what do you seeeeee [:",5,5,"8 января 2013 г. в 0:31"
https://www.facebook.com/natasha.petrova.50/posts/585218118161928,"Am i the only one that doesmt have school for another month? Lol",9,1,"7 января 2013 г. в 11:16"
https://www.facebook.com/natasha.petrova.50/posts/567860313228642,:p,0,0,"7 января 2013 г. в 2:46"
https://www.facebook.com/natasha.petrova.50/posts/583455575004849,"My husbands spoiling me all day today (: so cute (:",5,0,"4 января 2013 г. в 7:21"
https://www.facebook.com/photo.php?fbid=583444818339258&set=a.105549199462158.11194.100000212343014&type=3,"Alright so i made my decision, ima cover up my dog paw tatoo with this in a month or so (: but still keep my doves on the bottom",7,10,"4 января 2013 г. в 6:54"
https://www.facebook.com/natasha.petrova.50/posts/582704095079997,"day 1 of insanity, lets do this [:",3,3,"3 января 2013 г. в 0:33"
https://www.facebook.com/natasha.petrova.50/posts/582659828417757,"who wants to be my running buddy that wont come up with excuses after 2 days? [:",1,1,"2 января 2013 г. в 22:53"
https://www.facebook.com/natasha.petrova.50/posts/579596875390719,"More and more jobs are now asking you to send a resume AND a photo of yourself...shows how society is becoming more focused on looks as each day passes, smh -_-",5,3,"28 декабря 2012 г. в 10:33"
https://www.facebook.com/100000212343014/posts/962161873800882/,Photo/Repost,2,0,"24 декабря 2012 г. в 3:28"
https://www.facebook.com/natasha.petrova.50/posts/574891939194546,"Gotta get fucked up tomorow since worlds ending day after lol",5,4,"20 декабря 2012 г. в 9:51"
https://www.facebook.com/natasha.petrova.50/posts/574372315913175,"Day 1 of winter vacation baby, russian standard i love you♥",5,7,"19 декабря 2012 г. в 9:06"
https://www.facebook.com/natasha.petrova.50/posts/572536589430081,"Finished work when i really really didnt wanna go and wanted to just hug my husband and now let the saturday begin (;",1,0,"16 декабря 2012 г. в 9:28"
https://www.facebook.com/natasha.petrova.50/posts/571426852874388,"fuck this fucking world, fucking heartless piece of fucking shits running around fucking everywhere, fucking sick of this bullshit ass life",1,4,"14 декабря 2012 г. в 3:33"
https://www.facebook.com/natasha.petrova.50/posts/571239919559748,"hate it when someone falls asleep on me while texting...makes me feel so boring -_-",1,3,"13 декабря 2012 г. в 19:44"
https://www.facebook.com/natasha.petrova.50/posts/570404932976580,"i think im gonna stay single forever..yea i think thats the best choice for me [: so now all i gotta do is party party party, got a few drinking partners, anyone else wanna be another drinking partner of mine?",11,4,"12 декабря 2012 г. в 5:04"
https://www.facebook.com/natasha.petrova.50/posts/570293262987747,"case dismissed baby [[:",6,1,"12 декабря 2012 г. в 0:16"
https://www.facebook.com/natasha.petrova.50/posts/569290193088054,"i think its time for another tattoo [: so much for ""this is my last one"" :D",6,1,"10 декабря 2012 г. в 1:00"
https://www.facebook.com/natasha.petrova.50/posts/568880259795714,"what to do tonitee",1,0,"9 декабря 2012 г. в 6:29"
https://www.facebook.com/natasha.petrova.50/posts/568877136462693,"dont expect youre girl to look like a victorias secret model if you dont look like an abercrombie model.",0,0,"8 декабря 2012 г. в 18:21"
https://www.facebook.com/natasha.petrova.50/posts/568741806476226,"Love waking up next to my husband(:",0,0,"8 декабря 2012 г. в 11:58"
https://www.facebook.com/photo.php?fbid=568357043181369&set=a.568357036514703.161370.100000212343014&type=3,Photo/Repost,0,0,"7 декабря 2012 г. в 18:19"
https://www.facebook.com/natasha.petrova.50/posts/565889650094775,"Men go through 3 stages in life: Drinking from boobs, staring at boobs, and growing boobs lol",0,0,"2 декабря 2012 г. в 21:50"
https://www.facebook.com/natasha.petrova.50/posts/565158990167841,"suddenly everyones a model on facebook. lol",0,0,"1 декабря 2012 г. в 12:05"
https://www.facebook.com/natasha.petrova.50/posts/561655553851518,"turkey and stolichni salad and selodka pod shuboi for breakfast=yummy in my tummyyy",0,0,"24 ноября 2012 г. в 12:18"
https://www.facebook.com/natasha.petrova.50/posts/561396673877406,"Spending time with my husband, lifes gooood baby (;",0,0,"23 ноября 2012 г. в 23:44"
https://www.facebook.com/natasha.petrova.50/posts/559373994079674,"I think on December 21 all the electric companies should shut off the power for ten minutes to freak everyone out [;",0,0,"19 ноября 2012 г. в 19:52"
https://www.facebook.com/photo.php?fbid=558974960786244&set=a.105549199462158.11194.100000212343014&type=3,"only cuz its hello kitty [:",0,0,"18 ноября 2012 г. в 23:43"
https://www.facebook.com/natasha.petrova.50/posts/558966370787103,"everyone says that you deserve better but no one is willing to give it to you ]:",0,0,"18 ноября 2012 г. в 23:06"
https://www.facebook.com/natasha.petrova.50/posts/558854480798292,"When nobody is around to kill these stupid bugs, i bring my kitty to the room and she saves my life , i love my princess♥",3,1,"19 ноября 2012 г. в 4:08"
https://www.facebook.com/natasha.petrova.50/posts/446143412111887,"hahah :D",0,0,"18 ноября 2012 г. в 4:05"
https://www.facebook.com/natasha.petrova.50/posts/556223911061349,"Wana get all my shit and move the fuck away from everyone",2,8,"14 ноября 2012 г. в 0:57"
https://www.facebook.com/natasha.petrova.50/posts/555866107763796,"i think i ate the whole house already..thats what happens when youre home al day",8,3,"13 ноября 2012 г. в 5:21"
https://www.facebook.com/natasha.petrova.50/posts/553906187959788,"Everyone says you only fall in love once, but thats not true, because every time I see you, I fall in love all over again [:♥",2,1,"9 ноября 2012 г. в 5:12"
https://www.facebook.com/natasha.petrova.50/posts/552919131391827,"Obama or romney, still gona be same fucked up world...",8,11,"7 ноября 2012 г. в 4:45"
https://www.facebook.com/natasha.petrova.50/posts/552561214760952,"remember a relationship is for 2 people. dont be one of those people that dont know how to count.",7,3,"6 ноября 2012 г. в 10:57"
https://www.facebook.com/natasha.petrova.50/posts/552085091475231,"wtf is wrong with people, when someone tells you they are in a relationship, it means they have a boyfriend or a girlfriend! it makes me sick how people say ""its okay we dont have to tell him/her""",10,4,"5 ноября 2012 г. в 10:30"
https://www.facebook.com/photo.php?fbid=550705091613231&set=a.550705074946566.158252.100000212343014&type=3,Photo/Repost,9,0,"2 ноября 2012 г. в 11:33"
https://www.facebook.com/natasha.petrova.50/posts/549519975065076,"Any haloween parties?",0,11,"31 октября 2012 г. в 0:39"
https://www.facebook.com/natasha.petrova.50/posts/548497531833987,"what to do what to doooo tonight, no work no school again tomorow :D",3,6,"29 октября 2012 г. в 5:19"
https://www.facebook.com/natasha.petrova.50/posts/547981571885583,"so whos joining in on drinking tonite? no work no school tomorow, am i dreaming :o",3,0,"28 октября 2012 г. в 5:53"
https://www.facebook.com/natasha.petrova.50/posts/547610118589395,"Its like my stomachs filled with butterflies, youre my sunshine and its always summertime♥",3,0,"27 октября 2012 г. в 12:21"
https://www.facebook.com/natasha.petrova.50/posts/547376538612753,"In the mood to just drink n party n drink again n party again but im stuck at work ):",3,0,"27 октября 2012 г. в 0:25"
https://www.facebook.com/natasha.petrova.50/posts/547038471979893,"i need a drink...",7,26,"26 октября 2012 г. в 6:45"
https://www.facebook.com/natasha.petrova.50/posts/546905245326549,"Once a lier, always a lier",3,0,"25 октября 2012 г. в 23:32"
